Date,Time,Temp (C*)
2020-07-10,00:00:02,4.0
2020-07-10,00:15:01,21.0
2020-07-10,00:30:02,5.0
2020-07-10,00:45:01,8.0
2020-07-10,01:00:01,18.0
2020-07-10,01:15:02,25.0
2020-07-10,01:30:01,24.0
2020-07-10,01:45:01,12.0
2020-07-10,02:00:02,16.0
2020-07-10,02:15:01,20.0
2020-07-10,02:30:01,5.0
2020-07-10,02:45:01,20.0
2020-07-10,03:00:01,15.0
2020-07-10,03:15:01,23.0
2020-07-10,03:30:02,8.0
2020-07-10,03:45:02,19.0
2020-07-10,04:00:01,22.0
2020-07-10,04:15:02,8.0
2020-07-10,04:30:01,10.0
2020-07-10,04:45:01,11.0
2020-07-10,05:00:02,2.0
2020-07-10,05:15:01,22.0
2020-07-10,05:30:01,9.0
2020-07-10,05:45:01,29.0
2020-07-10,06:00:02,28.0
2020-07-10,06:15:02,13.0
2020-07-10,06:30:01,21.0
2020-07-10,06:45:01,27.0
2020-07-10,07:00:01,27.0
2020-07-10,07:15:01,27.0
2020-07-10,07:30:02,6.0
2020-07-10,07:45:02,11.0
2020-07-10,08:00:01,7.0
2020-07-10,08:15:01,28.0
2020-07-10,08:30:01,28.0
2020-07-10,08:45:02,24.0
2020-07-10,09:00:01,0.0
2020-07-10,09:15:01,28.0
2020-07-10,09:30:02,8.0
2020-07-10,09:45:02,21.0
2020-07-10,10:00:01,29.0
2020-07-10,10:15:02,0.0
2020-07-10,10:30:01,14.0
2020-07-10,10:45:01,28.0
2020-07-10,11:00:01,25.0
2020-07-10,11:15:02,16.0
2020-07-10,11:30:01,3.0
2020-07-10,11:45:01,24.0
2020-07-10,12:00:02,5.0
2020-07-10,12:15:02,28.0
2020-07-10,12:30:01,19.0
2020-07-10,12:45:01,19.0
2020-07-10,13:00:01,26.0
2020-07-10,13:15:01,18.0
2020-07-10,13:30:01,7.0
2020-07-10,13:45:02,6.0
2020-07-10,14:00:01,27.0
2020-07-10,14:15:01,5.0
2020-07-10,14:30:01,11.0
2020-07-10,14:45:02,11.0
2020-07-10,15:00:01,9.0
2020-07-10,15:15:01,4.0
2020-07-10,15:30:02,3.0
2020-07-10,15:45:01,4.0
2020-07-10,16:00:02,26.0
2020-07-10,16:15:02,29.0
2020-07-10,16:30:01,25.0
2020-07-10,16:45:01,0.0
2020-07-10,17:00:01,23.0
2020-07-10,17:15:01,0.0
2020-07-10,17:30:01,15.0
2020-07-10,17:45:02,19.0
2020-07-10,18:00:01,4.0
2020-07-10,18:15:01,2.0
2020-07-10,18:30:02,26.0
2020-07-10,18:45:01,9.0
2020-07-10,19:00:02,19.0
2020-07-10,19:15:02,9.0
2020-07-10,19:30:01,19.0
2020-07-10,19:45:01,26.0
2020-07-10,20:00:01,1.0
2020-07-10,20:15:01,9.0
2020-07-10,20:30:02,5.0
2020-07-10,20:45:02,22.0
2020-07-10,21:00:01,10.0
2020-07-10,21:15:02,20.0
2020-07-10,21:30:02,10.0
2020-07-10,21:45:01,27.0
2020-07-10,22:00:01,8.0
2020-07-10,22:15:02,1.0
2020-07-10,22:30:01,5.0
2020-07-10,22:45:01,29.0
2020-07-10,23:00:02,25.0
2020-07-10,23:15:01,22.0
2020-07-10,23:30:01,10.0
2020-07-10,23:45:01,24.0
