Date,Time,Temp (C*)
2020-07-15,00:00:02,39.0
2020-07-15,00:15:02,39.0
2020-07-15,00:30:01,40.1
2020-07-15,00:45:01,39.5
2020-07-15,01:00:02,39.5
2020-07-15,01:15:01,39.0
2020-07-15,01:30:01,36.9
2020-07-15,01:45:02,36.9
2020-07-15,02:00:01,37.4
2020-07-15,02:15:02,37.9
2020-07-15,02:30:02,38.5
2020-07-15,02:45:01,40.1
2020-07-15,03:00:02,40.1
2020-07-15,03:15:02,40.1
2020-07-15,03:30:01,40.1
2020-07-15,03:45:01,40.1
2020-07-15,04:00:02,39.0
2020-07-15,04:15:01,40.1
2020-07-15,04:30:01,40.1
2020-07-15,04:45:01,40.6
2020-07-15,05:00:02,40.1
2020-07-15,05:15:01,40.1
2020-07-15,05:30:01,40.1
2020-07-15,05:45:02,39.5
2020-07-15,06:00:01,39.5
2020-07-15,06:15:01,40.1
2020-07-15,06:30:02,41.2
2020-07-15,06:45:01,41.2
2020-07-15,07:00:01,40.1
2020-07-15,07:15:02,40.6
2020-07-15,07:30:01,40.1
2020-07-15,07:45:01,39.0
2020-07-15,08:00:02,39.5
2020-07-15,08:15:01,37.4
2020-07-15,08:30:01,37.4
2020-07-15,08:45:01,37.9
2020-07-15,09:00:01,37.9
2020-07-15,09:15:01,38.5
2020-07-15,09:30:01,39.0
2020-07-15,09:45:02,39.0
2020-07-15,10:00:01,39.5
2020-07-15,10:15:02,38.5
2020-07-15,10:30:02,39.0
2020-07-15,10:45:01,39.0
2020-07-15,11:00:02,39.0
2020-07-15,11:15:01,39.0
2020-07-15,11:30:01,39.0
2020-07-15,11:45:01,42.2
2020-07-15,12:00:01,41.7
2020-07-15,12:15:01,41.7
2020-07-15,12:30:01,39.0
2020-07-15,12:45:02,39.0
2020-07-15,13:00:01,37.9
2020-07-15,13:15:01,38.5
2020-07-15,13:30:02,37.9
2020-07-15,13:45:01,38.5
2020-07-15,14:00:01,39.0
2020-07-15,14:15:02,37.9
2020-07-15,14:30:01,38.5
2020-07-15,14:45:01,38.5
2020-07-15,15:00:02,38.5
2020-07-15,15:15:01,38.5
2020-07-15,15:30:01,39.0
2020-07-15,15:45:02,39.0
2020-07-15,16:00:01,39.0
2020-07-15,16:15:01,38.5
2020-07-15,16:30:01,39.0
2020-07-15,16:45:02,39.0
2020-07-15,17:00:01,37.9
2020-07-15,17:15:01,39.0
2020-07-15,17:30:02,38.5
2020-07-15,17:45:01,37.9
2020-07-15,18:00:01,38.5
2020-07-15,18:15:02,39.0
2020-07-15,18:30:01,38.5
2020-07-15,18:45:01,39.0
2020-07-15,19:00:02,42.8
2020-07-15,19:15:01,42.8
2020-07-15,19:30:01,40.1
2020-07-15,19:45:02,39.0
2020-07-15,20:00:01,37.9
2020-07-15,20:15:01,39.0
2020-07-15,20:30:01,40.1
2020-07-15,20:45:02,38.5
2020-07-15,21:00:01,39.0
2020-07-15,21:15:01,39.0
2020-07-15,21:30:02,39.5
2020-07-15,21:45:01,37.9
2020-07-15,22:00:01,38.5
2020-07-15,22:15:02,38.5
2020-07-15,22:30:01,37.9
2020-07-15,22:45:01,38.5
2020-07-15,23:00:02,38.5
2020-07-15,23:15:01,38.5
2020-07-15,23:30:01,38.5
2020-07-15,23:45:02,39.0
